Account_ID,Customer_ID,Account_Type,Average_Balance,Monthly_Expenses,Monthly_Savings,EMI,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Number_of_Accounts,Digital_Banking_Usage,Mobile_App_Usage,ATM_Transactions,Online_Transactions
ACC200350,CUST103036,Savings,28423.77,50604.5,-27068,65116.04,3013401.14,566,0.73,1,89,93,7,41
ACC200165,CUST103591,Current,521974.2,467120.85,1793.47,210552.32,16207052.77,602,0.29,2,68,95,,26
ACC204542,CUST103766,Salary,253741.51,27873.84,40619.71,9842.62,967600.85,679,0.12,,63,70,18,24
ACC200660,CUST101047,Savings,262813.1,40088.93,46119.78,0,0,551,0.01,3,64,55,12,21
ACC202295,CUST104068,Savings,145936.6,24797.79,28889.37,0,0,638,0.02,1,45,20,19,11
ACC201339,CUST103652,Salary,84827.38,34149.78,13861.92,29486.61,,497,0.41,2,77,73,7,25
ACC202947,CUST100961,,44061.47,51328.62,-146357.02,186187.7,2119933.55,522,1.5,3,58,45,10,20
ACC203870,CUST102076,Current,581232.17,561622.39,-1817102.76,2337414.23,50213074.6,558,1.5,2,71,51,16,21
ACC202618,CUST102566,Savings,10605.58,3320.65,2373.1,0,0,,0,3,78,91,9,41
ACC202206,CUST100781,Savings,4355.51,1542.16,751.41,0,0,594,0,1,90,100,10,36
ACC200383,CUST102292,Savings,623788.62,139365.15,133423.45,0,0,626,0.03,1,38,35,14,21
ACC203059,CUST103126,Fixed Deposit Linked,284230.09,340516.95,-266494.89,811423.84,47138382.85,559,0.91,2,63,64,19,25
ACC202216,CUST104421,Savings,306336.5,41102.28,61360.99,14953.57,1299646.72,587,0.11,4,78,74,10,31
ACC202188,CUST103404,Savings,250219.2,280392.14,36434.27,153607.48,15272152.12,641,0.37,1,58,58,12,18
ACC200465,CUST103574,Current,14143.08,1500,1427.59,0,0,,0.03,1,72,81,14,32
ACC201132,CUST100650,Savings,48849.43,8350.14,15878.61,0,0,624,0,2,24,23,23,9
ACC200299,CUST101170,Fixed Deposit Linked,7963.28,5010.48,818.07,0,0,650,0,5,97,100,13,56
ACC202445,CUST104036,Savings,11914.72,4349.82,2356.43,0,0,580,0,2,100,90,7,31
ACC201615,CUST102135,Savings,87820.76,346356.47,-432570.01,668822.86,35819528.76,445,1.18,1,82,71,8,32
ACC203810,CUST104003,Savings,222250.86,81444.26,48459.83,0,0,690,0.04,2,93,100,5,50
ACC203854,CUST103224,Salary,51745.62,83273.33,-26103.16,138524.73,4109704.87,566,0.73,4,82,79,9,33
ACC202317,CUST100921,Salary,43766.64,56443.83,-148109.29,209448.89,4439626.84,533,1.5,4,79,96,12,41
ACC204404,CUST104535,Savings,134611.13,31989.09,24750.08,0,0,601,0,3,60,76,10,26
ACC203228,CUST100552,Current,8972.61,,690.31,0,0,472,0,4,99,100,4,39
ACC201937,CUST100752,Current,6629349.32,631594.51,467304.13,0,0,720,0,2,84,74,14,37
ACC204781,CUST102056,Salary,235786.87,86171.35,52547.1,0,,671,0,3,84,41,9,23
ACC204937,CUST104798,Fixed Deposit Linked,266697.78,70430.86,18836.39,99070.37,8500059.04,617,0.52,3,100,82,15,37
ACC202986,CUST103402,Salary,14628.99,1710.69,2345.66,0,,640,0,1,55,28,18,19
ACC201048,CUST102534,Current,494180.32,291318.55,-247197.38,497624.34,15732709.84,599,0.86,1,97,85,14,34
ACC204414,CUST104600,Salary,78568.78,28080.94,14292.43,20148.78,1904246.79,555,0.35,3,63,63,7,22
ACC204101,CUST103030,Savings,609.52,1807.67,-52.5,1351.02,41804.15,554,0.45,1,99,100,8,43
ACC201528,CUST102908,Current,27116.4,5805.17,2381.17,0,0,612,0,1,100,84,5,28
ACC200052,CUST102451,Savings,397097.56,76241.19,79440.93,0,,633,0,2,56,65,13,26
ACC200846,CUST102078,Fixed Deposit Linked,448017.39,101291.09,96218.31,0,0,694,0,4,83,63,9,26
ACC200251,CUST104118,Salary,67824.36,111503.28,-29348.03,69353.14,2038632.57,566,0.47,2,57,17,17,12
ACC201027,CUST104444,Salary,15861.45,,-42895.27,,22187631.11,496,1.06,2,96,89,10,25
ACC201668,CUST103999,Current,2465270.93,349435.61,254652.16,0,0,633,0,1,56,48,11,26
ACC200806,CUST103098,Salary,,35567.72,48275.09,0,0,648,0,6,74,93,13,35
ACC201552,CUST103869,Savings,75791.59,26040.19,15952.58,0,0,607,0,2,41,25,14,14
ACC200031,CUST100393,Savings,26569.57,38862.29,667.41,19972.3,1353020.53,596,0.35,,93,100,7,35
ACC200715,CUST101871,Salary,252042.92,78015.24,48659.97,0,0,676,0,5,86,84,8,44
ACC204019,CUST104448,Current,19391.47,3507.74,2290.33,0,0,552,,5,7,16,18,8
ACC203008,CUST101198,Current,313214.27,543286.72,-282507.62,784600.11,56984839.95,584,0.7,5,43,26,10,14
ACC204784,CUST104548,Savings,125948.1,23908.89,26776.84,0,0,,0,5,27,20,22,5
ACC204638,CUST101012,Fixed Deposit Linked,11071.74,3607.97,726.98,0,0,632,0.02,2,100,87,4,35
ACC204118,CUST102935,Salary,302659.1,56401.99,45597.6,0,0,652,0,6,88,,5,24
ACC204303,CUST100918,Current,16683.36,1500,1893.05,0,0,580,0.01,1,60,60,14,21
ACC203175,CUST104670,,92288.93,74285.25,24568.52,13234.11,989258.86,599,0.1,2,91,98,14,40
ACC201044,CUST101220,Savings,96229.8,13723.95,18673.9,0,0,666,0.06,1,48,21,10,11
ACC202327,CUST102097,Salary,20104.69,59824.94,-40346.86,63301.43,1371732.81,571,0.76,,80,,17,36
ACC202020,CUST104577,Savings,369524.18,231333.32,30920.14,178527.14,8491006.33,617,0.41,5,79,79,13,
ACC201759,CUST100678,Salary,29458.5,86273.64,-137781.08,172479.83,3665670.43,574,1.35,2,71,76,9,27
ACC202144,CUST103845,Savings,163513.48,34711.74,38085.72,24168.34,746205.64,573,0.24,1,57,48,14,19
ACC202489,CUST100782,Salary,6187.76,3184.84,1503.99,0,0,,0,2,100,91,8,43
ACC202356,CUST103998,Savings,84918.58,169135.72,4359.43,57736.37,4305307.07,713,0.26,2,62,59,11,20
ACC203122,CUST102884,Savings,10665.68,17910.57,-4538.25,27074.22,1868888.89,529,0.75,2,87,69,6,34
ACC204421,CUST104508,Salary,20848.16,51170.92,-24848.65,49416.85,2922018,491,0.68,1,78,78,6,28
ACC203455,CUST101547,Fixed Deposit Linked,104729.4,101294.55,-168219.66,209774.55,6283506.52,519,1.43,,88,63,9,34
ACC200330,CUST103941,Fixed Deposit Linked,265803.71,48016.94,,,1034137.91,618,0.16,3,76,66,9,28
ACC203398,CUST104754,Savings,10741.75,2033.82,1634.49,0,0,501,0,1,100,99,5,48
ACC204485,CUST101810,Savings,94743.02,212180.55,6794.77,317876.13,34887623.13,561,0.55,1,51,53,17,26
ACC201638,CUST100272,Savings,269497.18,633239.69,-759299.66,1438165.92,93506062,,1.08,2,68,49,7,28
ACC201515,CUST101658,Savings,72441.09,78689.82,-91540.84,162584.13,3459302.04,491,1.08,7,67,59,15,31
ACC200861,CUST103433,Savings,259114.85,319888.91,-632616.45,935570.13,19550317.2,554,1.47,3,66,61,13,29
ACC204469,CUST103072,,348465.74,30365.2,36359.01,0,0,656,0.02,2,94,100,11,33
ACC204987,CUST102433,Savings,500,1500,,,20000,423,1.28,2,100,100,3,38
ACC201198,CUST103593,Savings,122828.5,76183.75,28377.79,0,0,708,0.01,4,85,85,9,35
ACC201111,CUST100220,Savings,7356.51,2418.28,1245.03,0,0,534,0.02,5,100,98,12,40
ACC200327,CUST100505,Savings,11833.01,4379.07,,0,0,567,0.02,4,93,88,7,36
ACC201088,CUST104279,Salary,11638.41,4178.41,,0,0,572,0,,100,99,6,53
ACC204222,CUST100320,Salary,153735.77,33506.24,37282.88,0,0,665,0,2,62,67,10,23
ACC202515,CUST102510,Salary,379424.72,75631.27,66212.67,13611.64,1045419.42,635,0.12,1,85,50,9,21
ACC200003,CUST101055,Savings,7152.48,2938.72,1378.6,0,0,598,0.04,2,88,68,7,30
ACC202642,CUST102742,Salary,210326.79,44046.24,31864.04,,0,582,0,2,51,43,13,24
ACC203083,CUST101706,Fixed Deposit Linked,7106.33,2187.33,1108.83,0,,588,0,4,100,72,7,39
ACC201490,CUST103221,Salary,134593.57,39876.89,26853.38,0,0,624,0.05,6,90,88,14,34
ACC202459,CUST100597,Fixed Deposit Linked,14125.15,8595.4,1693,0,0,591,0,2,88,97,4,33
ACC204618,CUST104725,Savings,32173.18,81527.99,-54700.53,89139.34,1928536.81,540,0.8,3,68,66,13,37
ACC200549,CUST100586,Current,1143152.31,61556.12,78933.65,0,0,679,0,2,81,84,7,40
ACC200556,CUST104525,Savings,8842.63,3287.89,1450.01,,0,606,0.01,2,99,100,7,31
ACC202202,CUST103105,Current,13222.64,1764.01,1736.26,0,0,591,0,3,56,59,12,23
ACC202589,CUST104375,Salary,65427.36,58634.86,19240.23,8271.67,905415.55,609,0.17,2,89,94,6,28
ACC201485,CUST100903,Savings,10348.49,6373.72,2946.82,0,0,,0.05,2,87,92,5,29
ACC204832,CUST100854,Salary,194998.77,35281.72,61970.01,0,0,690,0,1,90,74,13,31
ACC200264,CUST101485,Current,591465.5,523307.26,-210566.61,500310.67,46579582.43,584,0.62,2,71,74,9,29
ACC201471,CUST104718,Fixed Deposit Linked,219505.91,69442.74,,0,0,736,0.01,2,89,96,9,42
ACC201234,CUST104434,Salary,12347.57,4244.71,2594.86,0,0,601,0.06,1,58,44,11,26
ACC201154,CUST101897,Savings,36967.58,60693.87,1978.59,52067.58,4994575.67,608,0.45,2,96,91,5,32
ACC201401,CUST104553,Savings,19903.67,67554.95,-260599.31,296524.45,3397064.52,510,1.5,3,79,62,3,28
ACC203171,CUST103534,Fixed Deposit Linked,1668076.46,539123.78,254755.55,0,0,653,0.02,1,78,76,10,36
ACC200918,CUST104478,Current,360875.98,126314.21,29928.7,81612.32,3573465.33,610,0.36,3,62,42,12,15
ACC204700,CUST100569,Savings,1992.37,1500,348.18,0,0,674,0,3,83,89,12,42
ACC201064,CUST100309,Salary,359498.84,38874.63,65369.14,0,0,688,0.03,1,,100,11,43
ACC202348,CUST101836,Savings,34972.08,,-206401.84,254226.32,2851682.79,,1.5,3,78,100,12,37
ACC204999,CUST100860,NRI,8542.47,4964.33,2037.16,0,0,583,,2,100,86,6,36
ACC203805,CUST101333,Savings,4096.04,,1106.43,0,0,479,0.03,2,87,100,6,38
ACC202601,CUST102112,Current,35406.47,2236.16,2303.2,0,0,549,0,4,82,97,,35
ACC201512,CUST100413,Savings,34371.82,100416.1,-8393.63,71423.24,5331871.36,622,0.42,3,62,64,11,25
ACC201821,CUST102420,Fixed Deposit Linked,344894.37,40415.75,31500.76,0,0,646,0,1,79,47,10,29
ACC200467,CUST104651,Current,426891.74,191165.26,-253454.34,538913.89,25269247.88,481,1.11,2,84,77,11,31
ACC200344,CUST103504,Savings,138785.07,56416.79,28543.8,0,0,,0.05,3,100,86,5,33
ACC204903,CUST103104,Savings,73782.41,17708.78,13647.85,0,0,643,0.04,,46,28,8,12
ACC201492,CUST101564,Savings,,1500,1104.01,0,0,538,0,2,100,64,10,43
ACC204200,CUST102965,Savings,19265.48,53104.95,-21738.95,,4025164.13,515,0.63,2,73,80,14,28
ACC203935,CUST104232,Salary,7678.67,2685.22,1827.08,0,0,574,0,,74,48,12,32
ACC201417,CUST103188,Savings,500,1500,-410.44,0,0,485,0.02,3,95,55,11,27
ACC200607,CUST102796,Savings,15914.16,7044.88,2196.43,0,0,549,0,3,100,100,5,53
ACC204122,CUST101639,,,55967.41,23391.55,0,0,649,0.02,4,86,51,11,25
ACC201448,CUST101228,Salary,36021.62,117768.95,-417845.09,456409.32,5121507.14,514,1.5,4,68,58,14,28
ACC203850,CUST101622,Current,298483.83,37390.15,39289.74,0,0,659,0.03,1,24,19,7,7
ACC203962,CUST104511,Salary,24413.22,,-1428.32,23118.22,507621.19,546,0.49,3,97,63,7,37
ACC201888,CUST103733,Salary,12677.87,86005.23,-37249.7,62587.36,1910615.17,508,0.58,2,67,74,10,25
ACC203771,CUST104629,Savings,40932.21,45705.89,1451.44,34224.76,3151358.21,611,,3,63,39,13,16
ACC201709,CUST104108,Savings,5048.75,1500,1020.04,0,0,543,0,2,100,100,6,33
ACC203277,CUST103954,Savings,47316.55,78553.48,-56595.16,96827.66,4250959.74,513,0.81,2,61,82,13,30
ACC202487,CUST103264,Salary,235799.48,65134.38,68132.73,13572.51,1012974.52,658,0.11,2,63,68,8,26
ACC202024,CUST103827,Savings,208093.59,116641.63,45944.8,0,0,669,0,2,54,77,14,31
ACC203481,CUST102828,Salary,7980.62,1500,1176.9,0,0,568,0.01,,78,46,13,23
ACC200021,CUST103049,Savings,267720.03,36790.27,41763.05,0,0,702,0,1,78,49,10,23
ACC204511,CUST104330,Current,14493.58,3739.98,1948.84,0,0,565,0,2,61,55,9,18
ACC204100,CUST102872,Savings,56548.01,8061.75,14782.88,0,0,612,0.01,2,45,20,11,13
ACC201079,CUST102251,Salary,,9546.71,16702.39,0,0,612,0,3,45,15,11,16
ACC202428,CUST104128,NRI,964765.38,,278367.9,0,0,717,0,1,54,38,18,11
ACC203366,CUST100973,Salary,104311.45,25927.74,17206.97,,700947.83,,0.15,1,73,79,11,29
ACC204012,CUST104702,,6927.63,7184.57,-1245.24,1924.14,40346.02,547,0.21,5,98,100,10,41
ACC202403,CUST100697,Savings,310248.51,42217.67,45509.12,13886.29,1460550.33,616,,4,90,83,,30
ACC203306,CUST103003,Salary,181130.32,,34273.54,0,0,705,0.02,1,56,62,11,21
ACC204407,CUST104586,Savings,8078.12,1677.79,1159.71,0,0,638,0.01,3,65,53,14,21
ACC203416,CUST103844,Salary,63178.56,21416.85,12047.74,0,0,657,0,2,53,15,14,13
ACC202535,CUST101674,Salary,204006.98,88249.79,51056.31,0,0,679,0,2,66,82,12,32
ACC202277,CUST104340,Savings,,47765.89,28916.02,0,0,728,0,4,24,6,24,10
ACC201047,CUST100152,Fixed Deposit Linked,427405.1,71767.23,41990.52,0,0,633,0,3,62,56,19,18
ACC204972,CUST102734,Savings,,24760,6617.45,12948.76,734471.46,649,0.31,2,62,61,12,23
ACC202334,CUST102184,Salary,27049.83,60413.73,-110842.55,148909.77,1679920.75,480,1.5,3,64,64,14,28
ACC203617,CUST100704,Savings,347494.36,67059.73,60681.39,0,0,636,,2,100,72,10,33
ACC201977,CUST102899,Savings,101218.17,20112.58,30958.68,0,0,649,0,,26,26,12,8
ACC203209,CUST103198,Current,14818.55,6778.83,859.35,1268.03,97066.96,565,0.15,3,94,84,12,
ACC200810,CUST100842,Savings,7483.41,2348.83,1760.46,0,0,651,0,1,92,90,7,39
ACC204369,CUST102150,Current,3497304.05,500391.36,223762.94,0,0,669,0,3,95,76,5,39
ACC202479,CUST103926,Salary,181507.81,35475.36,32877.11,0,0,703,0,6,64,80,10,35
ACC204898,CUST102731,Savings,290101.11,44552.8,63364.65,0,0,663,0,2,90,76,9,29
ACC204233,CUST102026,Savings,95391.73,21225.1,17908.19,0,0,723,0,4,19,23,22,6
ACC204949,CUST104014,Savings,53224.5,128918.67,-488117.25,535934.16,6150722.46,477,1.5,3,51,61,14,15
ACC201368,CUST102879,Current,277651.14,318367.34,-241041.79,346357.27,29020984.89,481,0.8,3,63,49,12,20
ACC202668,CUST100542,Fixed Deposit Linked,5396.45,5722.55,-1023.09,5175.61,408874.17,582,0.53,3,56,85,,29
ACC203477,CUST101716,Fixed Deposit Linked,1719110.46,458269.88,194956.67,0,0,722,0.01,3,51,49,11,24
ACC201520,CUST102615,Savings,107678.4,63219.59,19559.43,0,0,622,0.02,1,81,66,12,21
ACC204683,CUST101841,Salary,5520.67,1964.56,1569.51,0,0,605,0,2,95,97,12,38
ACC200936,CUST104181,Savings,231297.56,39789.39,50432.75,0,0,671,0,2,40,15,12,16
ACC201205,CUST101042,Savings,4076.68,1500,679.89,0,0,650,0,4,80,74,10,18
ACC201202,CUST103410,Current,19548.02,3092.38,2172.71,0,0,622,0,3,73,68,14,26
ACC204291,CUST103596,Savings,133889.4,,31326.61,18122.45,1114436.38,628,,2,65,91,11,
ACC204331,CUST104156,,8625.28,9524.05,464.15,0,0,514,0,2,100,76,7,26
ACC200130,CUST104256,Fixed Deposit Linked,68975.03,60110.17,-8198.99,32060.38,1562002.44,576,0.36,4,84,97,6,37
ACC200521,CUST103707,Salary,314447.08,59672.95,69476.54,0,,707,0.01,2,94,83,12,30
ACC200955,CUST100450,Salary,103429.19,131206.28,16373.79,27007.63,,720,0.15,5,34,63,13,22
ACC200913,CUST102118,Salary,,81840.02,49579.13,0,0,663,0,3,63,72,15,25
ACC200859,CUST102750,Savings,193826.52,39346.65,34157.13,0,0,671,0,,39,37,16,14
ACC202033,CUST103722,Savings,9473.38,43759.19,-13343.38,38257.32,2895341.04,602,0.55,1,50,57,18,26
ACC201651,CUST100835,Salary,32991.41,41282.59,-92538.21,119947.78,1364211.87,416,1.5,3,90,90,7,28
ACC201315,CUST101497,Fixed Deposit Linked,64404.89,50397.59,-37123.75,56605.77,3246516.41,585,0.78,4,64,68,6,19
ACC202399,CUST103055,Savings,2053.25,2865.29,288.1,0,0,594,0.01,3,85,95,7,37
ACC202959,CUST102875,Savings,97922.8,84715.14,11307.06,28876.66,2044600.68,575,,,50,44,21,21
ACC202175,CUST101898,Fixed Deposit Linked,732907.98,73994.58,58736.12,0,0,674,0.01,2,72,39,13,21
ACC201809,CUST103308,Salary,,103063.53,74854.44,0,0,695,0.03,3,69,61,10,25
ACC202332,CUST100836,Salary,44215.37,67510.1,-187554.48,267411.38,5895340.17,535,,2,65,32,15,19
ACC204194,CUST102898,Savings,28406.07,3977,6082.61,0,0,,,5,73,94,,26
ACC203026,CUST102431,,18943.04,5287.87,2834.06,0,0,624,0,2,92,77,6,36
ACC200623,CUST103226,Salary,383122.39,61550.86,63308.11,33558.77,2423430.45,676,0.2,1,77,72,13,35
ACC200688,CUST104258,Savings,24559.09,32630.5,1640.47,15357.89,335976.91,587,0.28,3,60,47,10,22
ACC203844,CUST100730,Current,1646606.4,91078.96,126830.18,,0,,0,3,74,,12,20
ACC201366,CUST100620,Savings,23284.78,42923.27,-52331.53,97769.1,1123423.98,,1.11,5,62,76,13,25
ACC203043,CUST101229,Savings,122451.53,134152.83,-534989.86,,7342740.25,551,1.5,1,35,53,19,13
ACC203758,CUST102913,Current,409958.79,445461.47,-1137876.61,1357550.87,40095670.08,563,1.5,1,60,80,14,20
ACC203865,CUST100074,Savings,4574.45,1500,875.39,0,0,542,0.01,3,58,68,11,22
ACC200610,CUST100233,Salary,39841.38,71040.24,-21722.34,67888.78,4095279.46,544,0.57,1,82,100,7,28
ACC202506,CUST104997,Salary,24909.89,4105.41,5357.46,0,0,610,0,2,66,71,9,34
ACC204448,CUST103376,Salary,21775.9,75902.39,-98.77,9686.06,592715.95,640,0.13,2,100,97,11,43
ACC203999,CUST100946,NRI,3097.05,4186.28,355.06,0,0,560,0,4,88,92,7,43
ACC200462,CUST101451,Savings,175236.71,24837.52,46241.57,0,0,701,0,4,69,86,14,40
ACC201573,CUST102596,Savings,154137.52,99010.58,31275.29,,0,599,0.01,2,49,29,13,18
ACC200792,CUST104663,Salary,230943.29,45503.19,53018.56,0,0,702,0,3,67,69,9,26
ACC202552,CUST100855,Fixed Deposit Linked,237573.93,55522.05,37858.8,0,0,,0.06,4,30,54,12,12
ACC200308,CUST100287,Savings,2853.59,1678.75,926.54,214.35,20000,564,0.05,4,82,95,9,30
ACC202121,CUST104028,Salary,90498.61,134536.74,-47811.86,100065.04,8841459.59,601,0.56,2,60,26,12,18
ACC202411,CUST102256,Savings,1706.16,1500,279.3,0,0,596,0,4,100,99,14,36
ACC200579,CUST103901,Current,123289.92,11335.45,17001.37,0,0,588,0.04,2,40,10,16,10
ACC200105,CUST100248,Salary,622.72,1500,-6029.61,7540.9,84094.13,448,1.5,1,65,60,14,26
ACC201705,CUST101586,,98404.62,,8940.57,58648.27,3783147.97,655,0.41,1,68,72,,22
ACC200999,CUST101926,Savings,167868.78,26757.57,30333.76,0,0,654,0,3,62,66,13,25
ACC202555,CUST104570,Salary,19760.2,39960.32,-2693.09,27785.19,1965131.82,556,0.45,2,98,73,8,35
ACC201011,CUST101743,Savings,284073.44,87593.43,59188.23,0,0,632,0,4,71,84,6,36
ACC203502,CUST102396,Savings,128836.15,15496.69,24727.85,0,,709,0.03,1,55,53,5,28
ACC202994,CUST103258,Savings,50867.78,84471.37,9077.69,19021.87,1402074.02,601,0.15,1,82,47,11,36
ACC203181,CUST102971,Salary,198230.13,61041.64,33251.91,0,0,684,0.01,1,94,78,3,30
ACC201034,CUST103975,Savings,62467.07,139666.22,-327985.87,386512.6,8544717.83,523,1.5,2,75,45,7,17
ACC204788,CUST104927,Savings,253248.07,36972.59,39321.74,0,0,610,0,3,83,76,10,31
ACC203345,CUST101855,Savings,105316.98,28789.62,34222.97,0,0,658,0.01,3,49,35,16,
ACC201336,CUST101161,Savings,171087.28,73950.22,41329.89,0,0,677,0,2,78,89,13,34
ACC202037,CUST103917,Savings,33379.84,75322.96,-94794.28,119904.26,3668863.6,544,1.17,2,65,86,13,32
ACC203819,CUST103363,Savings,6079.82,5082.36,738.69,0,0,536,0,1,100,100,6,48
ACC202381,CUST101078,Savings,311678.08,118109.85,41213.06,0,0,702,0.01,4,52,64,19,24
ACC204536,CUST101365,Current,569902.63,288668.74,,3529439.22,40161971.19,511,1.5,1,95,83,11,35
ACC202859,CUST102425,Savings,160880.48,35487.44,44740.68,,,723,0.01,3,84,83,8,34
ACC202236,CUST104406,Savings,306987.54,101873.99,,27965.24,1850250.76,685,0.16,2,71,67,,31
ACC203674,CUST101372,Current,1673537.02,356127.33,222844.82,0,0,673,0.03,4,67,78,12,24
ACC202095,CUST102019,Salary,173324.35,49127.41,50311.93,0,,667,0.02,2,84,78,15,30
ACC200870,CUST102077,Salary,269648.34,47199.22,49760.49,0,0,601,0,5,83,87,8,30
ACC203821,CUST102866,Fixed Deposit Linked,73837.47,65291.65,602.81,85769.57,6998975.72,583,0.62,2,68,81,7,37
ACC203049,CUST102532,Savings,209323.31,36965.53,31881.54,0,0,620,0.02,3,25,14,8,8
ACC204874,CUST102625,Savings,500.19,1500,-326.61,0,0,587,0.06,4,95,98,11,41
ACC203273,CUST102936,Savings,586082.08,73349.92,,0,0,716,0,5,100,90,7,36
ACC204298,CUST103086,Current,52165.9,5175.13,3910.12,0,0,646,0,2,,69,13,20
ACC203828,CUST103629,Savings,6255.53,10283.34,357.15,0,0,626,0.04,1,88,92,17,37
ACC200976,CUST103227,Savings,183939.13,293423.7,-3601.95,381422.11,30569504.19,,0.58,1,67,51,14,28
ACC202967,CUST103964,Salary,45347.64,69808.53,,204520.5,6493011.05,522,1.36,2,100,100,8,37
ACC201707,CUST103441,Salary,24040.33,54535.65,-4588.44,65430.97,1996086.8,610,0.59,3,78,67,15,20
ACC203659,CUST100545,Savings,52963.52,118269.51,-71320.19,112615.44,,570,0.75,3,92,92,8,37
ACC201818,CUST102015,Fixed Deposit Linked,593386.4,83295.02,89743.46,0,0,636,0,1,71,44,6,21
ACC202910,CUST100323,Salary,129963.85,62620.16,20850.85,0,0,669,0,3,58,77,12,35
ACC201173,CUST103271,,104123.9,30388.49,,0,0,617,0,2,95,84,9,32
ACC201340,CUST101610,Salary,614099.9,113041.35,128919.73,0,0,649,0,2,63,66,9,28
ACC203683,CUST102983,Current,16487.8,2402.87,887.87,,0,681,0.01,4,98,78,5,
ACC203620,CUST104867,,22567.19,40345.18,-42706.15,59628.69,1781858.8,488,1.07,2,88,,7,
ACC204667,CUST103736,Savings,429899.04,94528.92,77439.88,0,0,680,0,2,81,64,5,40
ACC201509,CUST101378,Salary,66450.83,52377.57,,12719.79,997660.41,649,0.21,4,72,75,11,24
ACC201929,CUST104409,Fixed Deposit Linked,214579.44,90027.89,15834.76,38591.43,4144057.36,663,0.31,2,79,75,14,33
ACC200205,CUST102194,Savings,181832.16,38325.88,47268.81,0,0,635,0.01,4,42,7,,10
ACC204132,CUST100814,Savings,106565.67,,25685.84,0,0,,0.02,2,92,98,6,28
ACC200353,CUST100290,Salary,196052.87,30885.85,41051.84,15838.06,1305852.33,650,0.17,1,80,80,10,21
ACC203082,CUST104436,Salary,184900.76,32781.04,40210.56,7355.25,693699.64,635,0.06,1,100,66,6,37
ACC204519,CUST101167,Savings,272807.68,456273.55,-350132.57,656033.91,20549312.2,483,0.79,4,76,42,12,22
ACC200731,CUST100602,Fixed Deposit Linked,145121.1,63509.52,32973.36,0,0,720,0,1,77,80,6,29
ACC201445,CUST103690,Savings,40868.3,,-766.6,35728.78,2144158.39,,0.36,4,74,67,10,32
ACC200702,CUST103137,Savings,339077.32,36237.85,65210.86,0,0,602,0,1,60,62,10,32
ACC204093,CUST101332,Fixed Deposit Linked,11960.69,8151.08,1594.71,,0,595,0.02,1,98,100,4,31
ACC204609,CUST104882,Savings,38362.68,62350.62,-2447.21,46014.62,3136477.83,633,0.44,2,66,76,18,39
ACC202662,CUST101884,Fixed Deposit Linked,2019146.84,194533.9,,0,0,674,0,1,68,40,13,23
ACC200160,CUST102104,Current,985.78,1500,,0,0,579,0,2,100,93,9,44
ACC204676,CUST103847,Savings,86807.96,28621.29,24330.49,0,0,640,0.03,3,15,7,16,5
ACC203549,CUST102030,Fixed Deposit Linked,202083.11,,20006.41,0,0,553,0,1,85,75,8,33
ACC203430,CUST100993,Current,3666750.96,769671.59,479373.8,0,0,675,0,2,68,86,11,24
ACC203185,CUST100548,Salary,146415.81,59014.27,26471.55,0,0,670,0.02,3,,72,3,20
ACC201385,CUST101023,Current,732697.89,401748.45,-2761152.72,3071583.82,34573586.81,479,1.5,2,37,38,15,17
ACC200501,CUST103779,Current,61728.18,,2170.97,12240.01,138381.43,548,0.42,2,24,,24,6
ACC204338,CUST103266,Savings,129264.86,24667.81,31004.7,0,0,,0,,80,92,9,40
ACC204956,CUST102041,Fixed Deposit Linked,,29233.2,,0,0,632,0.01,2,41,39,17,14
ACC202104,CUST100639,Salary,274746.59,56670.24,57847.75,0,,674,0,4,60,73,14,28
ACC203214,CUST104342,Current,13062.97,2201.78,1521.8,0,0,590,0,4,95,100,5,45
ACC202233,CUST102346,Savings,401483.33,71970.93,64204.87,0,0,676,0,1,100,100,6,51
ACC204226,CUST102219,Savings,190439.2,114518.59,31535.25,28265.92,2792910.81,670,0.2,5,62,71,15,33
ACC203333,CUST104752,Fixed Deposit Linked,531636.65,66828.27,68235.75,0,0,688,0.03,2,78,66,14,39
ACC202665,CUST103878,Savings,2799859,481386.73,496429.31,0,0,631,0,3,97,99,9,
ACC201007,CUST104368,Savings,51827.39,14119.74,13611.13,0,0,616,0,3,42,48,18,31
ACC203965,CUST103310,Savings,101486.37,56013.51,20831.92,8765.88,905127.72,606,0.04,1,55,67,21,33
ACC202171,CUST101915,Salary,18023.27,41921.43,-5611.37,56421.23,4286627.07,565,0.6,1,80,46,12,25
ACC201890,CUST102218,Savings,63744.19,162977.02,-120763.04,206837.77,6388495.87,561,0.82,2,53,59,20,28
ACC201287,CUST100615,Salary,5501.43,5556.34,1223.45,0,0,581,0,2,91,100,8,42
ACC200368,CUST100683,Savings,690.24,1500,-95.51,0,0,553,0,1,68,63,10,35
ACC203231,CUST103144,Salary,,54200.06,-45516.58,72343.1,2255962.49,492,,3,37,45,18,19
ACC201318,CUST102591,Savings,74095.63,17526.05,15682.89,3980.11,409375.78,604,0.14,3,67,42,13,18
ACC200493,CUST102843,Current,193153.84,18645.39,24062.07,0,0,666,0,2,36,29,15,15
ACC201963,CUST104006,,184545.71,41665.57,,0,0,705,0,4,68,48,10,16
ACC204174,CUST103687,Savings,1629.46,1500,268.83,0,0,559,0,2,,88,8,40
